score,judge,athlete,athlete_item,judge_athlete,judge_item,Element
1,7,women274,262,167,383,=LSp
0,8,women274,262,192,438,=LSp
0,9,women274,262,217,493,=LSp
1,1,women274,286,17,55,=StSq
1,2,women274,286,42,110,=StSq
1,3,women274,286,67,165,=StSq
1,4,women274,286,92,220,=StSq
0,5,women274,286,117,275,=StSq
2,6,women274,286,142,330,=StSq
1,7,women274,286,167,385,=StSq
1,8,women274,286,192,440,=StSq
1,9,women274,286,217,495,=StSq
-2,1,women287,37,18,8,=2A+3T+2T
-1,2,women287,37,43,63,=2A+3T+2T
-3,3,women287,37,68,118,=2A+3T+2T
-2,4,women287,37,93,173,=2A+3T+2T
-4,5,women287,37,118,228,=2A+3T+2T
-5,6,women287,37,143,283,=2A+3T+2T
-2,7,women287,37,168,338,=2A+3T+2T
-3,8,women287,37,193,393,=2A+3T+2T
-1,9,women287,37,218,448,=2A+3T+2T
-5,1,women287,40,18,11,=3A
-5,2,women287,40,43,66,=3A
-5,3,women287,40,68,121,=3A
-4,4,women287,40,93,176,=3A
-5,5,women287,40,118,231,=3A
-5,6,women287,40,143,286,=3A
-5,7,women287,40,168,341,=3A
-5,8,women287,40,193,396,=3A
-5,9,women287,40,218,451,=3A
-5,1,women287,56,18,12,=3F
-5,2,women287,56,43,67,=3F
-5,3,women287,56,68,122,=3F
-5,4,women287,56,93,177,=3F
-5,5,women287,56,118,232,=3F
-5,6,women287,56,143,287,=3F
-5,7,women287,56,168,342,=3F
-5,8,women287,56,193,397,=3F
-5,9,women287,56,218,452,=3F
2,1,women287,86,18,20,=3Lo
2,2,women287,86,43,75,=3Lo
1,3,women287,86,68,130,=3Lo
2,4,women287,86,93,185,=3Lo
2,5,women287,86,118,240,=3Lo
3,6,women287,86,143,295,=3Lo
2,7,women287,86,168,350,=3Lo
3,8,women287,86,193,405,=3Lo
3,9,women287,86,218,460,=3Lo
-5,1,women287,110,18,26,=3Lz
-5,2,women287,110,43,81,=3Lz
-5,3,women287,110,68,136,=3Lz
-5,4,women287,110,93,191,=3Lz
-5,5,women287,110,118,246,=3Lz
-5,6,women287,110,143,301,=3Lz
-5,7,women287,110,168,356,=3Lz
-5,8,women287,110,193,411,=3Lz
-5,9,women287,110,218,466,=3Lz
-5,1,women287,128,18,32,=3Lz+3Lz
-5,2,women287,128,43,87,=3Lz+3Lz
-5,3,women287,128,68,142,=3Lz+3Lz
-5,4,women287,128,93,197,=3Lz+3Lz
-5,5,women287,128,118,252,=3Lz+3Lz
-5,6,women287,128,143,307,=3Lz+3Lz
-5,7,women287,128,168,362,=3Lz+3Lz
-5,8,women287,128,193,417,=3Lz+3Lz
-5,9,women287,128,218,472,=3Lz+3Lz
2,1,women287,146,18,34,=3S
1,2,women287,146,43,89,=3S
0,3,women287,146,68,144,=3S
2,4,women287,146,93,199,=3S
1,5,women287,146,118,254,=3S
2,6,women287,146,143,309,=3S
1,7,women287,146,168,364,=3S
2,8,women287,146,193,419,=3S
0,9,women287,146,218,474,=3S
2,1,women287,187,18,47,=CCoSp
2,2,women287,187,43,102,=CCoSp
1,3,women287,187,68,157,=CCoSp
1,4,women287,187,93,212,=CCoSp
2,5,women287,187,118,267,=CCoSp
3,6,women287,187,143,322,=CCoSp
2,7,women287,187,168,377,=CCoSp
3,8,women287,187,193,432,=CCoSp
2,9,women287,187,218,487,=CCoSp
2,1,women287,212,18,48,=ChSq
2,2,women287,212,43,103,=ChSq
1,3,women287,212,68,158,=ChSq
2,4,women287,212,93,213,=ChSq
2,5,women287,212,118,268,=ChSq
3,6,women287,212,143,323,=ChSq
2,7,women287,212,168,378,=ChSq
3,8,women287,212,193,433,=ChSq
3,9,women287,212,218,488,=ChSq
2,1,women287,251,18,52,=FSSp
1,2,women287,251,43,107,=FSSp
1,3,women287,251,68,162,=FSSp
0,4,women287,251,93,217,=FSSp
1,5,women287,251,118,272,=FSSp
1,6,women287,251,143,327,=FSSp
0,7,women287,251,168,382,=FSSp
-1,8,women287,251,193,437,=FSSp
1,9,women287,251,218,492,=FSSp
3,1,women287,263,18,53,=LSp
2,2,women287,263,43,108,=LSp
2,3,women287,263,68,163,=LSp
3,4,women287,263,93,218,=LSp
3,5,women287,263,118,273,=LSp
3,6,women287,263,143,328,=LSp
3,7,women287,263,168,383,=LSp
3,8,women287,263,193,438,=LSp
3,9,women287,263,218,493,=LSp
2,1,women287,287,18,55,=StSq
2,2,women287,287,43,110,=StSq
1,3,women287,287,68,165,=StSq
2,4,women287,287,93,220,=StSq
2,5,women287,287,118,275,=StSq
2,6,women287,287,143,330,=StSq
2,7,women287,287,168,385,=StSq
2,8,women287,287,193,440,=StSq
2,9,women287,287,218,495,=StSq
-2,1,women300,18,19,4,=2A
-2,2,women300,18,44,59,=2A
-2,3,women300,18,69,114,=2A
-2,4,women300,18,94,169,=2A
-3,5,women300,18,119,224,=2A
0,6,women300,18,144,279,=2A
-3,7,women300,18,169,334,=2A
-3,8,women300,18,194,389,=2A
-2,9,women300,18,219,444,=2A
-2,1,women300,57,19,12,=3F
-1,2,women300,57,44,67,=3F
-2,3,women300,57,69,122,=3F
-1,4,women300,57,94,177,=3F
-2,5,women300,57,119,232,=3F
-2,6,women300,57,144,287,=3F
-1,7,women300,57,169,342,=3F
-2,8,women300,57,194,397,=3F
-1,9,women300,57,219,452,=3F
-2,1,women300,87,19,20,=3Lo
-1,2,women300,87,44,75,=3Lo
-2,3,women300,87,69,130,=3Lo
-2,4,women300,87,94,185,=3Lo
-2,5,women300,87,119,240,=3Lo
-2,6,women300,87,144,295,=3Lo
-2,7,women300,87,169,350,=3Lo
-3,8,women300,87,194,405,=3Lo
-2,9,women300,87,219,460,=3Lo
-5,1,women300,100,19,25,=3Lo+3Lo
-5,2,women300,100,44,80,=3Lo+3Lo
-5,3,women300,100,69,135,=3Lo+3Lo
-5,4,women300,100,94,190,=3Lo+3Lo
-5,5,women300,100,119,245,=3Lo+3Lo
-5,6,women300,100,144,300,=3Lo+3Lo
-5,7,women300,100,169,355,=3Lo+3Lo
-5,8,women300,100,194,410,=3Lo+3Lo
-5,9,women300,100,219,465,=3Lo+3Lo
-1,1,women300,123,19,29,=3Lz+2T
0,2,women300,123,44,84,=3Lz+2T
-1,3,women300,123,69,139,=3Lz+2T
0,4,women300,123,94,194,=3Lz+2T
0,5,women300,123,119,249,=3Lz+2T
0,6,women300,123,144,304,=3Lz+2T
0,7,women300,123,169,359,=3Lz+2T
-1,8,women300,123,194,414,=3Lz+2T
0,9,women300,123,219,469,=3Lz+2T
0,1,women300,154,19,36,=3S+2T+2Lo
-2,2,women300,154,44,91,=3S+2T+2Lo
-2,3,women300,154,69,146,=3S+2T+2Lo
-1,4,women300,154,94,201,=3S+2T+2Lo
-2,5,women300,154,119,256,=3S+2T+2Lo
-2,6,women300,154,144,311,=3S+2T+2Lo
-1,7,women300,154,169,366,=3S+2T+2Lo
-2,8,women300,154,194,421,=3S+2T+2Lo
-2,9,women300,154,219,476,=3S+2T+2Lo
-1,1,women300,159,19,39,=3T+3T
-1,2,women300,159,44,94,=3T+3T
-2,3,women300,159,69,149,=3T+3T
-2,4,women300,159,94,204,=3T+3T
-2,5,women300,159,119,259,=3T+3T
-2,6,women300,159,144,314,=3T+3T
-1,7,women300,159,169,369,=3T+3T
-2,8,women300,159,194,424,=3T+3T
-2,9,women300,159,219,479,=3T+3T
1,1,women300,188,19,47,=CCoSp
1,2,women300,188,44,102,=CCoSp
1,3,women300,188,69,157,=CCoSp
1,4,women300,188,94,212,=CCoSp
1,5,women300,188,119,267,=CCoSp
2,6,women300,188,144,322,=CCoSp
1,7,women300,188,169,377,=CCoSp
1,8,women300,188,194,432,=CCoSp
2,9,women300,188,219,487,=CCoSp
1,1,women300,213,19,48,=ChSq
1,2,women300,213,44,103,=ChSq
1,3,women300,213,69,158,=ChSq
0,4,women300,213,94,213,=ChSq
0,5,women300,213,119,268,=ChSq
-1,6,women300,213,144,323,=ChSq
-1,7,women300,213,169,378,=ChSq
0,8,women300,213,194,433,=ChSq
0,9,women300,213,219,488,=ChSq
1,1,women300,233,19,49,=FCCoSp
0,2,women300,233,44,104,=FCCoSp
1,3,women300,233,69,159,=FCCoSp
1,4,women300,233,94,214,=FCCoSp
2,5,women300,233,119,269,=FCCoSp
2,6,women300,233,144,324,=FCCoSp
1,7,women300,233,169,379,=FCCoSp
1,8,women300,233,194,434,=FCCoSp
2,9,women300,233,219,489,=FCCoSp
2,1,women300,269,19,54,=SSp
1,2,women300,269,44,109,=SSp
1,3,women300,269,69,164,=SSp
1,4,women300,269,94,219,=SSp
1,5,women300,269,119,274,=SSp
2,6,women300,269,144,329,=SSp
0,7,women300,269,169,384,=SSp
1,8,women300,269,194,439,=SSp
1,9,women300,269,219,494,=SSp
1,1,women300,288,19,55,=StSq
0,2,women300,288,44,110,=StSq
0,3,women300,288,69,165,=StSq
-1,4,women300,288,94,220,=StSq
-2,5,women300,288,119,275,=StSq
-1,6,women300,288,144,330,=StSq
0,7,women300,288,169,385,=StSq
0,8,women300,288,194,440,=StSq
0,9,women300,288,219,495,=StSq
1,1,women313,27,20,6,=2A+2T
2,2,women313,27,45,61,=2A+2T
1,3,women313,27,70,116,=2A+2T
1,4,women313,27,95,171,=2A+2T
0,5,women313,27,120,226,=2A+2T
2,6,women313,27,145,281,=2A+2T
1,7,women313,27,170,336,=2A+2T
0,8,women313,27,195,391,=2A+2T
1,9,women313,27,220,446,=2A+2T
2,1,women313,34,20,7,=2A+3T
2,2,women313,34,45,62,=2A+3T
1,3,women313,34,70,117,=2A+3T
3,4,women313,34,95,172,=2A+3T
1,5,women313,34,120,227,=2A+3T
2,6,women313,34,145,282,=2A+3T
1,7,women313,34,170,337,=2A+3T
2,8,women313,34,195,392,=2A+3T
2,9,women313,34,220,447,=2A+3T
-5,1,women313,58,20,12,=3F
-5,2,women313,58,45,67,=3F
-5,3,women313,58,70,122,=3F
-5,4,women313,58,95,177,=3F
-5,5,women313,58,120,232,=3F
-5,6,women313,58,145,287,=3F
-5,7,women313,58,170,342,=3F
-5,8,women313,58,195,397,=3F
-5,9,women313,58,220,452,=3F
-5,1,women313,69,20,18,=3F+3F
-5,2,women313,69,45,73,=3F+3F
-5,3,women313,69,70,128,=3F+3F
-5,4,women313,69,95,183,=3F+3F
-5,5,women313,69,120,238,=3F+3F
-5,6,women313,69,145,293,=3F+3F
-5,7,women313,69,170,348,=3F+3F
-5,8,women313,69,195,403,=3F+3F
-5,9,women313,69,220,458,=3F+3F
-1,1,women313,111,20,26,=3Lz
-2,2,women313,111,45,81,=3Lz
-3,3,women313,111,70,136,=3Lz
-3,4,women313,111,95,191,=3Lz
-2,5,women313,111,120,246,=3Lz
-2,6,women313,111,145,301,=3Lz
-2,7,women313,111,170,356,=3Lz
-3,8,women313,111,195,411,=3Lz
-2,9,women313,111,220,466,=3Lz
1,1,women313,147,20,34,=3S
1,2,women313,147,45,89,=3S
1,3,women313,147,70,144,=3S
2,4,women313,147,95,199,=3S
1,5,women313,147,120,254,=3S
2,6,women313,147,145,309,=3S
1,7,women313,147,170,364,=3S
1,8,women313,147,195,419,=3S
1,9,women313,147,220,474,=3S
-5,1,women313,156,20,37,=3T
-5,2,women313,156,45,92,=3T
-5,3,women313,156,70,147,=3T
-5,4,women313,156,95,202,=3T
-5,5,women313,156,120,257,=3T
-5,6,women313,156,145,312,=3T
-5,7,women313,156,170,367,=3T
-5,8,women313,156,195,422,=3T
-5,9,women313,156,220,477,=3T
1,1,women313,189,20,47,=CCoSp
2,2,women313,189,45,102,=CCoSp
2,3,women313,189,70,157,=CCoSp
2,4,women313,189,95,212,=CCoSp
1,5,women313,189,120,267,=CCoSp
2,6,women313,189,145,322,=CCoSp
1,7,women313,189,170,377,=CCoSp
2,8,women313,189,195,432,=CCoSp
2,9,women313,189,220,487,=CCoSp
2,1,women313,214,20,48,=ChSq
1,2,women313,214,45,103,=ChSq
2,3,women313,214,70,158,=ChSq
1,4,women313,214,95,213,=ChSq
0,5,women313,214,120,268,=ChSq
2,6,women313,214,145,323,=ChSq
1,7,women313,214,170,378,=ChSq
0,8,women313,214,195,433,=ChSq
1,9,women313,214,220,488,=ChSq
1,1,women313,252,20,52,=FSSp
1,2,women313,252,45,107,=FSSp
0,3,women313,252,70,162,=FSSp
0,4,women313,252,95,217,=FSSp
0,5,women313,252,120,272,=FSSp
1,6,women313,252,145,327,=FSSp
1,7,women313,252,170,382,=FSSp
-1,8,women313,252,195,437,=FSSp
2,9,women313,252,220,492,=FSSp
1,1,women313,264,20,53,=LSp
1,2,women313,264,45,108,=LSp
1,3,women313,264,70,163,=LSp
1,4,women313,264,95,218,=LSp
0,5,women313,264,120,273,=LSp
2,6,women313,264,145,328,=LSp
1,7,women313,264,170,383,=LSp
1,8,women313,264,195,438,=LSp
2,9,women313,264,220,493,=LSp
2,1,women313,289,20,55,=StSq
1,2,women313,289,45,110,=StSq
2,3,women313,289,70,165,=StSq
2,4,women313,289,95,220,=StSq
1,5,women313,289,120,275,=StSq
2,6,women313,289,145,330,=StSq
1,7,women313,289,170,385,=StSq
1,8,women313,289,195,440,=StSq
1,9,women313,289,220,495,=StSq
2,1,women40,19,21,4,=2A
2,2,women40,19,46,59,=2A
2,3,women40,19,71,114,=2A
2,4,women40,19,96,169,=2A
2,5,women40,19,121,224,=2A
3,6,women40,19,146,279,=2A
2,7,women40,19,171,334,=2A
3,8,women40,19,196,389,=2A
2,9,women40,19,221,444,=2A
-2,1,women40,35,21,7,=2A+3T
0,2,women40,35,46,62,=2A+3T
-2,3,women40,35,71,117,=2A+3T
-1,4,women40,35,96,172,=2A+3T
-1,5,women40,35,121,227,=2A+3T
1,6,women40,35,146,282,=2A+3T
-2,7,women40,35,171,337,=2A+3T
0,8,women40,35,196,392,=2A+3T
0,9,women40,35,221,447,=2A+3T
-2,1,women40,41,21,11,=3A
-1,2,women40,41,46,66,=3A
-2,3,women40,41,71,121,=3A
-2,4,women40,41,96,176,=3A
-2,5,women40,41,121,231,=3A
0,6,women40,41,146,286,=3A
-2,7,women40,41,171,341,=3A
-2,8,women40,41,196,396,=3A
-1,9,women40,41,221,451,=3A
-1,1,women40,59,21,12,=3F
1,2,women40,59,46,67,=3F
0,3,women40,59,71,122,=3F
1,4,women40,59,96,177,=3F
1,5,women40,59,121,232,=3F
1,6,women40,59,146,287,=3F
1,7,women40,59,171,342,=3F
1,8,women40,59,196,397,=3F
2,9,women40,59,221,452,=3F
2,1,women40,88,21,20,=3Lo
3,2,women40,88,46,75,=3Lo
2,3,women40,88,71,130,=3Lo
3,4,women40,88,96,185,=3Lo
3,5,women40,88,121,240,=3Lo
3,6,women40,88,146,295,=3Lo
2,7,women40,88,171,350,=3Lo
3,8,women40,88,196,405,=3Lo
3,9,women40,88,221,460,=3Lo
1,1,women40,116,21,28,=3Lz+1Eu+3S
3,2,women40,116,46,83,=3Lz+1Eu+3S
2,3,women40,116,71,138,=3Lz+1Eu+3S
3,4,women40,116,96,193,=3Lz+1Eu+3S
3,5,women40,116,121,248,=3Lz+1Eu+3S
3,6,women40,116,146,303,=3Lz+1Eu+3S
2,7,women40,116,171,358,=3Lz+1Eu+3S
3,8,women40,116,196,413,=3Lz+1Eu+3S
3,9,women40,116,221,468,=3Lz+1Eu+3S
-1,1,women40,135,21,33,=3Lz+3T
0,2,women40,135,46,88,=3Lz+3T
-2,3,women40,135,71,143,=3Lz+3T
0,4,women40,135,96,198,=3Lz+3T
0,5,women40,135,121,253,=3Lz+3T
0,6,women40,135,146,308,=3Lz+3T
0,7,women40,135,171,363,=3Lz+3T
1,8,women40,135,196,418,=3Lz+3T
0,9,women40,135,221,473,=3Lz+3T
3,1,women40,190,21,47,=CCoSp
3,2,women40,190,46,102,=CCoSp
2,3,women40,190,71,157,=CCoSp
3,4,women40,190,96,212,=CCoSp
3,5,women40,190,121,267,=CCoSp
3,6,women40,190,146,322,=CCoSp
3,7,women40,190,171,377,=CCoSp
3,8,women40,190,196,432,=CCoSp
3,9,women40,190,221,487,=CCoSp
3,1,women40,215,21,48,=ChSq
4,2,women40,215,46,103,=ChSq
3,3,women40,215,71,158,=ChSq
3,4,women40,215,96,213,=ChSq
4,5,women40,215,121,268,=ChSq
3,6,women40,215,146,323,=ChSq
3,7,women40,215,171,378,=ChSq
4,8,women40,215,196,433,=ChSq
2,9,women40,215,221,488,=ChSq
2,1,women40,234,21,49,=FCCoSp
3,2,women40,234,46,104,=FCCoSp
2,3,women40,234,71,159,=FCCoSp
3,4,women40,234,96,214,=FCCoSp
3,5,women40,234,121,269,=FCCoSp
3,6,women40,234,146,324,=FCCoSp
2,7,women40,234,171,379,=FCCoSp
2,8,women40,234,196,434,=FCCoSp
3,9,women40,234,221,489,=FCCoSp
2,1,women40,265,21,53,=LSp
3,2,women40,265,46,108,=LSp
2,3,women40,265,71,163,=LSp
3,4,women40,265,96,218,=LSp
3,5,women40,265,121,273,=LSp
3,6,women40,265,146,328,=LSp
3,7,women40,265,171,383,=LSp
3,8,women40,265,196,438,=LSp
3,9,women40,265,221,493,=LSp
2,1,women40,290,21,55,=StSq
3,2,women40,290,46,110,=StSq
2,3,women40,290,71,165,=StSq
2,4,women40,290,96,220,=StSq
3,5,women40,290,121,275,=StSq
3,6,women40,290,146,330,=StSq
2,7,women40,290,171,385,=StSq
3,8,women40,290,196,440,=StSq
2,9,women40,290,221,495,=StSq
-3,1,women53,42,22,11,=3A
-4,2,women53,42,47,66,=3A
-5,3,women53,42,72,121,=3A
-4,4,women53,42,97,176,=3A
-5,5,women53,42,122,231,=3A
-5,6,women53,42,147,286,=3A
-5,7,women53,42,172,341,=3A
-5,8,women53,42,197,396,=3A
-4,9,women53,42,222,451,=3A
3,1,women53,73,22,19,=3F+3T
3,2,women53,73,47,74,=3F+3T
3,3,women53,73,72,129,=3F+3T
3,4,women53,73,97,184,=3F+3T
3,5,women53,73,122,239,=3F+3T
3,6,women53,73,147,294,=3F+3T
3,7,women53,73,172,349,=3F+3T
4,8,women53,73,197,404,=3F+3T
3,9,women53,73,222,459,=3F+3T
3,1,women53,89,22,20,=3Lo
3,2,women53,89,47,75,=3Lo
2,3,women53,89,72,130,=3Lo
3,4,women53,89,97,185,=3Lo
2,5,women53,89,122,240,=3Lo
3,6,women53,89,147,295,=3Lo
3,7,women53,89,172,350,=3Lo
3,8,women53,89,197,405,=3Lo
3,9,women53,89,222,460,=3Lo
-2,1,women53,136,22,33,=3Lz+3T
-3,2,women53,136,47,88,=3Lz+3T
-2,3,women53,136,72,143,=3Lz+3T
-2,4,women53,136,97,198,=3Lz+3T
-1,5,women53,136,122,253,=3Lz+3T
-3,6,women53,136,147,308,=3Lz+3T
-2,7,women53,136,172,363,=3Lz+3T
-1,8,women53,136,197,418,=3Lz+3T
-1,9,women53,136,222,473,=3Lz+3T
-1,1,women53,166,22,44,=4S
-1,2,women53,166,47,99,=4S
-2,3,women53,166,72,154,=4S
-1,4,women53,166,97,209,=4S
-1,5,women53,166,122,264,=4S
-1,6,women53,166,147,319,=4S
-2,7,women53,166,172,374,=4S
-2,8,women53,166,197,429,=4S
0,9,women53,166,222,484,=4S
-5,1,women53,168,22,45,=4T
-5,2,women53,168,47,100,=4T
-5,3,women53,168,72,155,=4T
-5,4,women53,168,97,210,=4T
-5,5,women53,168,122,265,=4T
-4,6,women53,168,147,320,=4T
-5,7,women53,168,172,375,=4T
-5,8,women53,168,197,430,=4T
-5,9,women53,168,222,485,=4T
-5,1,women53,169,22,46,=4T+SEQ+3S
-5,2,women53,169,47,101,=4T+SEQ+3S
-5,3,women53,169,72,156,=4T+SEQ+3S
-5,4,women53,169,97,211,=4T+SEQ+3S
-5,5,women53,169,122,266,=4T+SEQ+3S
-5,6,women53,169,147,321,=4T+SEQ+3S
-5,7,women53,169,172,376,=4T+SEQ+3S
-5,8,women53,169,197,431,=4T+SEQ+3S
-5,9,women53,169,222,486,=4T+SEQ+3S
2,1,women53,191,22,47,=CCoSp
4,2,women53,191,47,102,=CCoSp
3,3,women53,191,72,157,=CCoSp
4,4,women53,191,97,212,=CCoSp
3,5,women53,191,122,267,=CCoSp
4,6,women53,191,147,322,=CCoSp
2,7,women53,191,172,377,=CCoSp
4,8,women53,191,197,432,=CCoSp
3,9,women53,191,222,487,=CCoSp
4,1,women53,216,22,48,=ChSq
4,2,women53,216,47,103,=ChSq
4,3,women53,216,72,158,=ChSq
4,4,women53,216,97,213,=ChSq
4,5,women53,216,122,268,=ChSq
4,6,women53,216,147,323,=ChSq
5,7,women53,216,172,378,=ChSq
4,8,women53,216,197,433,=ChSq
5,9,women53,216,222,488,=ChSq
5,1,women53,235,22,49,=FCCoSp
4,2,women53,235,47,104,=FCCoSp
3,3,women53,235,72,159,=FCCoSp
4,4,women53,235,97,214,=FCCoSp
5,5,women53,235,122,269,=FCCoSp
4,6,women53,235,147,324,=FCCoSp
4,7,women53,235,172,379,=FCCoSp
5,8,women53,235,197,434,=FCCoSp
4,9,women53,235,222,489,=FCCoSp
4,1,women53,248,22,51,=FCSp
4,2,women53,248,47,106,=FCSp
4,3,women53,248,72,161,=FCSp
5,4,women53,248,97,216,=FCSp
5,5,women53,248,122,271,=FCSp
4,6,women53,248,147,326,=FCSp
4,7,women53,248,172,381,=FCSp
4,8,women53,248,197,436,=FCSp
4,9,women53,248,222,491,=FCSp
4,1,women53,291,22,55,=StSq
4,2,women53,291,47,110,=StSq
3,3,women53,291,72,165,=StSq
4,4,women53,291,97,220,=StSq
3,5,women53,291,122,275,=StSq
4,6,women53,291,147,330,=StSq
3,7,women53,291,172,385,=StSq
3,8,women53,291,197,440,=StSq
2,9,women53,291,222,495,=StSq
2,1,women66,20,23,4,=2A
2,2,women66,20,48,59,=2A
2,3,women66,20,73,114,=2A
2,4,women66,20,98,169,=2A
2,5,women66,20,123,224,=2A
4,6,women66,20,148,279,=2A
3,7,women66,20,173,334,=2A
4,8,women66,20,198,389,=2A
2,9,women66,20,223,444,=2A
1,1,women66,43,23,11,=3A
1,2,women66,43,48,66,=3A
3,3,women66,43,73,121,=3A
3,4,women66,43,98,176,=3A
3,5,women66,43,123,231,=3A
2,6,women66,43,148,286,=3A
2,7,women66,43,173,341,=3A
3,8,women66,43,198,396,=3A
2,9,women66,43,223,451,=3A
-2,1,women66,60,23,12,=3F
-1,2,women66,60,48,67,=3F
-2,3,women66,60,73,122,=3F
-1,4,women66,60,98,177,=3F
0,5,women66,60,123,232,=3F
0,6,women66,60,148,287,=3F
-1,7,women66,60,173,342,=3F
-1,8,women66,60,198,397,=3F
1,9,women66,60,223,452,=3F
1,1,women66,98,23,24,=3Lo+2T+2Lo
2,2,women66,98,48,79,=3Lo+2T+2Lo
1,3,women66,98,73,134,=3Lo+2T+2Lo
2,4,women66,98,98,189,=3Lo+2T+2Lo
2,5,women66,98,123,244,=3Lo+2T+2Lo
2,6,women66,98,148,299,=3Lo+2T+2Lo
2,7,women66,98,173,354,=3Lo+2T+2Lo
2,8,women66,98,198,409,=3Lo+2T+2Lo
3,9,women66,98,223,464,=3Lo+2T+2Lo
-5,1,women66,137,23,33,=3Lz+3T
-5,2,women66,137,48,88,=3Lz+3T
-5,3,women66,137,73,143,=3Lz+3T
-5,4,women66,137,98,198,=3Lz+3T
-5,5,women66,137,123,253,=3Lz+3T
-5,6,women66,137,148,308,=3Lz+3T
-5,7,women66,137,173,363,=3Lz+3T
-5,8,women66,137,198,418,=3Lz+3T
-5,9,women66,137,223,473,=3Lz+3T
2,1,women66,148,23,34,=3S
2,2,women66,148,48,89,=3S
2,3,women66,148,73,144,=3S
2,4,women66,148,98,199,=3S
2,5,women66,148,123,254,=3S
3,6,women66,148,148,309,=3S
2,7,women66,148,173,364,=3S
2,8,women66,148,198,419,=3S
2,9,women66,148,223,474,=3S
2,1,women66,192,23,47,=CCoSp
3,2,women66,192,48,102,=CCoSp
2,3,women66,192,73,157,=CCoSp
2,4,women66,192,98,212,=CCoSp
3,5,women66,192,123,267,=CCoSp
3,6,women66,192,148,322,=CCoSp
3,7,women66,192,173,377,=CCoSp
2,8,women66,192,198,432,=CCoSp
3,9,women66,192,223,487,=CCoSp
3,1,women66,217,23,48,=ChSq
3,2,women66,217,48,103,=ChSq
3,3,women66,217,73,158,=ChSq
4,4,women66,217,98,213,=ChSq
4,5,women66,217,123,268,=ChSq
4,6,women66,217,148,323,=ChSq
4,7,women66,217,173,378,=ChSq
3,8,women66,217,198,433,=ChSq
4,9,women66,217,223,488,=ChSq
2,1,women66,236,23,49,=FCCoSp
3,2,women66,236,48,104,=FCCoSp
2,3,women66,236,73,159,=FCCoSp
3,4,women66,236,98,214,=FCCoSp
3,5,women66,236,123,269,=FCCoSp
3,6,women66,236,148,324,=FCCoSp
3,7,women66,236,173,379,=FCCoSp
3,8,women66,236,198,434,=FCCoSp
3,9,women66,236,223,489,=FCCoSp
2,1,women66,249,23,51,=FCSp
2,2,women66,249,48,106,=FCSp
1,3,women66,249,73,161,=FCSp
2,4,women66,249,98,216,=FCSp
2,5,women66,249,123,271,=FCSp
2,6,women66,249,148,326,=FCSp
2,7,women66,249,173,381,=FCSp
2,8,women66,249,198,436,=FCSp
2,9,women66,249,223,491,=FCSp
3,1,women66,292,23,55,=StSq
3,2,women66,292,48,110,=StSq
2,3,women66,292,73,165,=StSq
4,4,women66,292,98,220,=StSq
4,5,women66,292,123,275,=StSq
3,6,women66,292,148,330,=StSq
4,7,women66,292,173,385,=StSq
4,8,women66,292,198,440,=StSq
4,9,women66,292,223,495,=StSq
2,1,women79,21,24,4,=2A
2,2,women79,21,49,59,=2A
2,3,women79,21,74,114,=2A
2,4,women79,21,99,169,=2A
1,5,women79,21,124,224,=2A
2,6,women79,21,149,279,=2A
2,7,women79,21,174,334,=2A
3,8,women79,21,199,389,=2A
3,9,women79,21,224,444,=2A
-3,1,women79,44,24,11,=3A
-4,2,women79,44,49,66,=3A
-4,3,women79,44,74,121,=3A
-3,4,women79,44,99,176,=3A
-3,5,women79,44,124,231,=3A
-3,6,women79,44,149,286,=3A
-3,7,women79,44,174,341,=3A
-4,8,women79,44,199,396,=3A
-3,9,women79,44,224,451,=3A
2,1,women79,61,24,12,=3F
2,2,women79,61,49,67,=3F
2,3,women79,61,74,122,=3F
3,4,women79,61,99,177,=3F
2,5,women79,61,124,232,=3F
3,6,women79,61,149,287,=3F
2,7,women79,61,174,342,=3F
3,8,women79,61,199,397,=3F
3,9,women79,61,224,452,=3F
0,1,women79,65,24,15,=3F+2T
0,2,women79,65,49,70,=3F+2T
-1,3,women79,65,74,125,=3F+2T
0,4,women79,65,99,180,=3F+2T
0,5,women79,65,124,235,=3F+2T
0,6,women79,65,149,290,=3F+2T
0,7,women79,65,174,345,=3F+2T
-1,8,women79,65,199,400,=3F+2T
1,9,women79,65,224,455,=3F+2T
2,1,women79,90,24,20,=3Lo
2,2,women79,90,49,75,=3Lo
2,3,women79,90,74,130,=3Lo
2,4,women79,90,99,185,=3Lo
2,5,women79,90,124,240,=3Lo
3,6,women79,90,149,295,=3Lo
2,7,women79,90,174,350,=3Lo
3,8,women79,90,199,405,=3Lo
2,9,women79,90,224,460,=3Lo
1,1,women79,117,24,28,=3Lz+1Eu+3S
2,2,women79,117,49,83,=3Lz+1Eu+3S
1,3,women79,117,74,138,=3Lz+1Eu+3S
2,4,women79,117,99,193,=3Lz+1Eu+3S
2,5,women79,117,124,248,=3Lz+1Eu+3S
2,6,women79,117,149,303,=3Lz+1Eu+3S
1,7,women79,117,174,358,=3Lz+1Eu+3S
2,8,women79,117,199,413,=3Lz+1Eu+3S
2,9,women79,117,224,468,=3Lz+1Eu+3S
1,1,women79,138,24,33,=3Lz+3T
1,2,women79,138,49,88,=3Lz+3T
1,3,women79,138,74,143,=3Lz+3T
